Seriale,SAM,Gas_type,J_Num,Nazione,OreM,OreO,Fine_carica,DataP,Viscosita_100,TBN_basic,TAN_acid,ipH,Ossidazione,IR,Sodio,Glicole,Silicio,Ferro,Alluminio,Cromo,Rame,Stagno,Piombo,EndCharge,Gruppo,AnnoP,Taglia
1001742,SAM0009,ECOBIO,JH161,,53737.0,1053.0,0.0,2018-04-26,13.6,0.0,3.1,4.3,7.1,2.0,0.0,,7.0,3.0,3.0,0.0,0.0,1.0,0.0,0,0,2018,10
1001742,SAM0009,ECOBIO,JH161,,53977.0,1293.0,1.0,2018-05-08,13.4,3.8,3.3,3.6,8.2,1.3,1.0,,7.0,4.0,4.0,1.0,3.0,1.0,1.0,1,0,2018,10
1001742,SAM0009,ECOBIO,JH161,,55297.0,1224.0,0.0,2018-07-03,12.9,4.8,2.7,4.2,6.9,1.7,1.0,,4.0,8.0,4.0,1.0,2.0,1.0,1.0,0,0,2018,10
1001742,SAM0009,ECOBIO,JH161,,58716.0,1596.0,1.0,2018-11-23,13.4,2.8,2.4,4.3,11.5,2.3,1.0,,3.0,6.0,4.0,1.0,1.0,1.0,1.0,1,0,2018,10
1001742,SAM0009,ECOBIO,JH161,,59934.0,1218.0,0.0,2019-01-09,13.5,4.3,1.7,4.8,10.1,1.8,2.0,,2.0,4.0,3.0,1.0,1.0,1.0,1.0,0,0,2019,10
1001742,SAM0009,ECOBIO,JH161,,60101.0,1385.0,0.0,2019-01-17,13.4,3.8,2.2,4.5,9.6,2.1,1.0,,2.0,4.0,3.0,1.0,1.0,1.0,1.0,0,0,2019,10
1001742,SAM0009,ECOBIO,JH161,,60267.0,1550.0,0.0,2019-01-24,13.3,3.0,2.7,4.5,10.9,2.2,2.0,,2.0,4.0,4.0,1.0,1.0,1.0,1.0,0,0,2019,10
1003048,SAM0015,ECOBIO,JH248,IT,66281.0,1433.0,0.0,2018-08-14,14.4,3.7,1.55,5.6,8.9,4.7,1.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0,1,2018,5
1003048,SAM0015,ECOBIO,JH248,IT,67311.0,2463.0,1.0,2018-09-26,14.4,3.0,1.68,5.3,11.9,4.8,0.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,1,1,2018,5
1003048,SAM0015,ECOBIO,JH248,IT,74023.0,1738.0,0.0,2019-07-04,14.1,3.5,1.49,,9.8,4.7,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0,1,2019,5
1003053,SAM0006,ECOBIO,JH245,IT,38795.0,762.0,0.0,2016-01-25,13.7,4.1,1.53,5.7,6.0,3.5,0.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0,2,2016,5
1003053,SAM0006,ECOBIO,JH245,IT,39566.0,1533.0,0.0,2016-02-29,13.7,2.7,1.95,6.0,8.9,5.2,0.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0,2,2016,5
1003053,SAM0006,ECOBIO,JH245,IT,40066.0,2033.0,1.0,2016-03-21,14.1,2.7,1.78,5.1,10.7,6.2,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1,2,2016,5
1003053,SAM0006,ECOBIO,JH245,IT,40305.0,239.0,0.0,2016-03-31,13.4,4.8,1.58,7.3,3.9,2.6,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0,2,2016,5
1003053,SAM0006,ECOBIO,JH245,IT,41056.0,990.0,0.0,2016-05-02,14.0,3.9,1.7,6.3,7.0,4.7,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0,2,2016,5
1003053,SAM0006,ECOBIO,JH245,IT,41982.0,1916.0,1.0,2016-06-10,14.1,2.9,1.88,5.0,11.6,6.5,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1,2,2016,5
1003053,SAM0006,ECOBIO,JH245,IT,42444.0,400.0,0.0,2016-06-30,13.6,4.3,1.41,6.4,4.1,0.8,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,2,2016,5
1003053,SAM0006,ECOBIO,JH245,IT,43287.0,1245.0,0.0,2016-08-04,14.0,2.4,1.96,5.6,7.6,2.6,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0,2,2016,5
1003053,SAM0006,ECOBIO,JH245,IT,43708.0,1666.0,1.0,2016-08-23,13.9,2.0,2.65,5.3,9.1,3.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1,2,2016,5
1003053,SAM0006,ECOBIO,JH245,IT,44592.0,737.0,0.0,2016-09-30,13.6,3.7,1.76,6.1,5.6,1.8,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,2,2016,5
1003053,SAM0006,ECOBIO,JH245,IT,45323.0,1467.0,1.0,2016-10-31,14.1,3.1,1.78,6.0,8.6,3.5,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1,2,2016,5
1003053,SAM0006,ECOBIO,JH245,IT,45971.0,649.0,0.0,2016-11-28,13.9,4.7,1.51,6.7,5.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,2,2016,5
1003053,SAM0006,ECOBIO,JH245,IT,46796.0,1472.0,1.0,2017-01-02,14.0,4.1,1.57,6.0,7.7,3.9,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1,2,2017,5
1003053,SAM0006,ECOBIO,JH245,IT,48277.0,1479.0,1.0,2017-03-06,14.3,4.0,1.7,5.4,8.0,3.5,1.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,1,2,2017,5
1003053,SAM0006,ECOBIO,JH245,IT,48691.0,414.0,0.0,2017-03-24,13.9,4.8,1.27,7.2,3.8,0.8,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0,2,2017,5
1003053,SAM0006,ECOBIO,JH245,IT,52504.0,1242.0,1.0,2017-08-31,14.0,3.4,1.82,5.7,8.9,4.4,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1,2,2017,5
1003053,SAM0006,ECOBIO,JH245,IT,53161.0,403.0,0.0,2017-09-28,14.0,4.5,1.55,6.0,4.9,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,2,2017,5
1003053,SAM0006,ECOBIO,JH245,IT,54001.0,1243.0,0.0,2017-11-03,14.4,3.8,1.61,5.8,9.5,5.3,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,2,2017,5
1003053,SAM0006,ECOBIO,JH245,IT,54400.0,1642.0,1.0,2017-11-20,14.4,3.5,1.67,5.5,10.6,5.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1,2,2017,5
1003053,SAM0006,ECOBIO,JH245,IT,55765.0,1365.0,1.0,2018-01-16,14.1,3.8,1.67,6.1,9.1,4.3,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1,2,2018,5
1003053,SAM0006,ECOBIO,JH245,IT,56378.0,471.0,0.0,2018-02-12,14.0,4.7,1.34,6.9,4.9,1.5,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,2,2018,5
1003053,SAM0006,ECOBIO,JH245,IT,57357.0,1445.0,1.0,2018-03-26,14.4,3.9,1.59,6.4,8.8,4.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1,2,2018,5
1003053,SAM0006,ECOBIO,JH245,IT,58720.0,1363.0,0.0,2018-05-22,14.3,3.9,1.48,5.8,9.0,4.8,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,2,2018,5
1003053,SAM0006,ECOBIO,JH245,IT,58858.0,1500.0,1.0,2018-05-28,14.1,3.9,1.43,6.0,9.4,5.2,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1,2,2018,5
1003053,SAM0006,ECOBIO,JH245,IT,60188.0,1330.0,1.0,2018-07-23,14.0,3.3,1.28,5.8,9.3,5.3,0.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,1,2,2018,5
1003053,SAM0006,ECOBIO,JH245,IT,60278.0,90.0,0.0,2018-08-06,13.6,5.0,1.04,6.6,1.2,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0,2,2018,5
1003053,SAM0006,ECOBIO,JH245,IT,60630.0,333.0,0.0,2018-08-28,13.5,4.6,1.71,5.9,1.9,1.5,0.0,0.0,3.0,5.0,2.0,1.0,2.0,0.0,0.0,0,2,2018,5
1003053,SAM0006,ECOBIO,JH245,IT,61163.0,866.0,0.0,2018-09-26,13.6,4.0,1.64,6.0,3.4,1.7,1.0,0.0,3.0,6.0,2.0,2.0,2.0,0.0,0.0,0,2,2018,5
1003053,SAM0006,ECOBIO,JH245,IT,61385.0,1084.0,1.0,2018-10-08,13.6,3.9,1.83,5.9,4.2,2.3,0.0,0.0,2.0,6.0,2.0,3.0,1.0,0.0,0.0,1,2,2018,5
1003053,SAM0006,ECOBIO,JH245,IT,61926.0,538.0,0.0,2018-10-31,13.6,4.6,1.44,6.0,3.2,1.4,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2018,5
1003053,SAM0006,ECOBIO,JH245,IT,62538.0,1156.0,1.0,2018-11-26,13.9,4.1,1.59,6.0,4.7,1.7,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1,2,2018,5
1003053,SAM0006,ECOBIO,JH245,IT,64214.0,1338.0,0.0,2019-02-11,14.0,3.7,1.66,,6.1,2.5,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0,2,2019,5
1003053,SAM0006,ECOBIO,JH245,IT,64380.0,1554.0,1.0,2019-02-18,14.0,3.6,1.93,,7.9,3.4,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1,2,2019,5
1003053,SAM0006,ECOBIO,JH245,IT,64570.0,190.0,0.0,2019-02-26,13.6,5.0,1.37,,3.3,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2019,5
1003053,SAM0006,ECOBIO,JH245,IT,65547.0,1167.0,0.0,2019-04-08,14.1,3.9,1.7,,6.0,2.4,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0,2,2019,5
1003053,SAM0006,ECOBIO,JH245,IT,65704.0,1324.0,1.0,2019-04-15,14.4,3.7,1.64,,6.5,2.7,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1,2,2019,5
1003053,SAM0006,ECOBIO,JH245,IT,66088.0,383.0,0.0,2019-05-02,13.6,5.0,1.31,,1.6,0.0,26.0,0.1,9.0,4.0,2.0,0.0,1.0,0.0,0.0,0,2,2019,5
1003053,SAM0006,ECOBIO,JH245,IT,66422.0,718.0,0.0,2019-05-16,13.7,4.6,1.42,,4.4,1.1,30.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0,2,2019,5
1003053,SAM0006,ECOBIO,JH245,IT,67169.0,1465.0,1.0,2019-06-17,13.9,3.7,1.55,,5.1,1.9,25.0,0.0,3.0,4.0,2.0,0.0,2.0,0.0,1.0,1,2,2019,5
1003053,SAM0006,ECOBIO,JH245,IT,68881.0,339.0,0.0,2019-08-30,13.9,4.8,1.21,6.7,2.2,0.3,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2,2019,5
1003053,SAM0006,ECOBIO,JH245,IT,69209.0,667.0,0.0,2019-09-13,13.9,4.6,1.42,,5.4,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,2,2019,5
1003053,SAM0006,ECOBIO,JH245,IT,70105.0,1563.0,1.0,2019-10-21,14.3,3.5,1.56,,8.2,3.4,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1,2,2019,5
1003053,SAM0006,ECOBIO,JH245,IT,71436.0,1331.0,1.0,2019-12-16,13.9,4.0,1.58,6.3,7.8,3.1,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1,2,2019,5
1003053,SAM0006,ECOBIO,JH245,IT,72490.0,1053.0,0.0,2020-01-29,14.2,3.9,1.63,7.8,6.1,2.2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2020,5
1003053,SAM0006,ECOBIO,JH245,IT,72941.0,1502.0,1.0,2020-02-17,14.3,3.3,1.98,5.8,7.6,3.1,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1,2,2020,5
1003079,SAM0002,ECOBIO,JV410,IT,34784.0,356.0,0.0,2016-02-27,13.5,4.9,1.35,6.8,6.3,0.4,0.0,0.0,4.0,3.0,2.0,0.0,2.0,0.0,0.0,0,3,2016,6
1003079,SAM0002,ECOBIO,JV410,IT,35260.0,941.0,0.0,2016-03-22,13.9,4.3,1.64,6.1,10.0,3.1,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,0,3,2016,6
1003079,SAM0002,ECOBIO,JV410,IT,35740.0,1312.0,0.0,2016-04-07,14.1,3.8,2.09,5.7,8.4,7.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0,3,2016,6
1003079,SAM0002,ECOBIO,JV410,IT,36056.0,1630.0,1.0,2016-04-21,14.4,3.7,2.08,5.6,10.3,8.1,1.0,0.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,1,3,2016,6
1003079,SAM0002,ECOBIO,JV410,IT,36833.0,567.0,0.0,2016-05-23,14.4,5.8,1.96,6.8,5.1,8.2,1.0,0.1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0,3,2016,6
1003079,SAM0002,ECOBIO,JV410,IT,36997.0,731.0,1.0,2016-05-30,14.5,5.3,2.07,6.4,6.8,9.4,0.0,0.1,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1,3,2016,6
1003079,SAM0002,ECOBIO,JV410,IT,37714.0,499.0,0.0,2016-06-29,13.6,3.7,1.78,5.6,5.4,1.6,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,3,2016,6
1003079,SAM0002,ECOBIO,JV410,IT,38386.0,1171.0,1.0,2016-07-27,14.1,2.2,1.86,5.4,10.7,4.8,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1,3,2016,6
1003079,SAM0002,ECOBIO,JV410,IT,39101.0,522.0,0.0,2016-08-28,13.7,4.1,1.68,6.3,5.9,2.2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,3,2016,6
1003079,SAM0002,ECOBIO,JV410,IT,39683.0,1104.0,0.0,2016-09-19,14.0,2.9,1.85,5.6,9.5,4.5,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0,3,2016,6
1003079,SAM0002,ECOBIO,JV410,IT,40082.0,1323.0,1.0,2016-10-06,13.9,2.5,1.87,5.1,11.7,5.8,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1,3,2016,6
1003079,SAM0002,ECOBIO,JV410,IT,40892.0,521.0,0.0,2016-11-09,13.5,4.3,1.42,5.8,5.9,2.2,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0,3,2016,6
1003079,SAM0002,ECOBIO,JV410,IT,41517.0,1146.0,1.0,2016-12-05,13.7,2.7,1.82,5.2,9.6,4.6,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1,3,2016,6
1003079,SAM0002,ECOBIO,JV410,IT,42477.0,640.0,0.0,2017-01-18,13.7,3.6,1.64,5.8,5.9,2.2,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0,3,2017,6
1003079,SAM0002,ECOBIO,JV410,IT,43124.0,1287.0,1.0,2017-02-14,14.0,1.9,1.58,4.5,9.8,4.6,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1,3,2017,6
1003079,SAM0002,ECOBIO,JV410,IT,43840.0,570.0,0.0,2017-03-16,13.8,3.5,1.51,6.0,5.6,1.7,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,3,2017,6
1003079,SAM0002,ECOBIO,JV410,IT,44319.0,1049.0,1.0,2017-04-05,14.1,2.7,1.71,5.2,8.8,3.7,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1,3,2017,6
1003079,SAM0002,ECOBIO,JV410,IT,46041.0,1386.0,0.0,2017-06-16,13.8,3.1,1.92,5.6,10.7,5.6,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0,3,2017,6
1003079,SAM0002,ECOBIO,JV410,IT,46520.0,1865.0,1.0,2017-07-06,14.3,2.4,1.89,4.8,13.1,6.9,0.0,0.0,4.0,3.0,3.0,0.0,2.0,2.0,0.0,1,3,2017,6
1003079,SAM0002,ECOBIO,JV410,IT,47548.0,980.0,0.0,2017-08-18,14.1,3.8,1.84,6.2,8.4,4.3,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0,3,2017,6
1003079,SAM0002,ECOBIO,JV410,IT,47914.0,1312.0,0.0,2017-09-04,14.1,3.3,1.89,5.6,10.4,5.7,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0,3,2017,6
1003079,SAM0002,ECOBIO,JV410,IT,48315.0,1672.0,1.0,2017-09-19,14.0,2.9,1.86,5.1,12.2,6.8,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1,3,2017,6
1003079,SAM0002,ECOBIO,JV410,IT,49124.0,614.0,1.0,2017-10-23,13.8,3.2,1.77,5.5,6.6,3.1,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1,3,2017,6
1003079,SAM0002,ECOBIO,JV410,IT,52401.0,988.0,1.0,2018-03-13,13.6,1.8,2.46,3.9,5.2,1.3,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1,3,2018,6
1003079,SAM0002,ECOBIO,JV410,IT,53622.0,976.0,1.0,2018-05-03,14.3,1.7,3.13,3.1,8.8,2.1,1.0,0.0,3.0,4.0,2.0,1.0,3.0,0.0,0.0,1,3,2018,6
1003079,SAM0002,ECOBIO,JV410,IT,54810.0,985.0,1.0,2018-06-21,13.8,1.4,7.02,1.9,8.2,2.2,2.0,0.2,4.0,24.0,2.0,2.0,0.0,0.0,0.0,1,3,2018,6
1003079,SAM0002,ECOBIO,JV410,IT,55492.0,689.0,1.0,2018-07-20,13.6,1.1,3.1,3.3,6.0,2.0,0.0,0.0,3.0,8.0,2.0,1.0,2.0,0.0,0.0,1,3,2018,6
1003079,SAM0002,ECOBIO,JV410,IT,56724.0,1022.0,1.0,2018-09-10,14.1,0.9,2.77,3.8,7.3,3.8,0.0,0.0,3.0,7.0,2.0,1.0,2.0,0.0,0.0,1,3,2018,6
1003097,SAM0014,ECOBIO,JG963,IT,58384.0,1651.0,1.0,2018-06-05,14.8,2.2,1.95,4.9,13.9,7.1,1.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,1,4,2018,6
1003097,SAM0014,ECOBIO,JG963,IT,62714.0,881.0,0.0,2018-12-07,14.1,3.5,2.12,5.4,8.9,3.6,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0,4,2018,6
1003097,SAM0014,ECOBIO,JG963,IT,63342.0,1509.0,1.0,2019-01-02,14.4,2.4,2.36,4.7,13.0,5.5,1.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1,4,2019,6
1003097,SAM0014,ECOBIO,JG963,IT,64712.0,1357.0,1.0,2019-03-01,14.4,2.6,1.81,,11.7,4.6,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1,4,2019,6
1003097,SAM0014,ECOBIO,JG963,IT,66218.0,1505.0,1.0,2019-05-03,14.6,3.1,1.7,,12.3,5.1,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1,4,2019,6
1003097,SAM0014,ECOBIO,JG963,IT,67617.0,1395.0,1.0,2019-07-01,14.5,2.8,1.75,,11.2,5.1,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1,4,2019,6
1003097,SAM0014,ECOBIO,JG963,IT,69183.0,567.0,1.0,2019-09-16,14.7,1.0,2.26,3.3,11.6,4.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1,4,2019,6
1003097,SAM0014,ECOBIO,JG963,IT,69850.0,649.0,0.0,2019-10-03,14.3,3.2,2.26,,6.9,2.6,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,4,2019,6
1003097,SAM0014,ECOBIO,JG963,IT,70654.0,1453.0,1.0,2019-11-06,15.0,1.3,2.06,3.5,7.4,1.5,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1,4,2019,6
1003097,SAM0014,ECOBIO,JG963,IT,72198.0,1544.0,1.0,2020-01-10,14.2,2.6,1.92,5.7,11.0,4.3,0.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,1,4,2020,6
1003103,SAM0015,ECOBIO,JP397,IT,40066.0,1723.0,1.0,2016-02-12,14.9,4.2,2.77,5.4,10.6,4.6,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1,5,2016,6
1003103,SAM0015,ECOBIO,JP397,IT,41862.0,1800.0,0.0,2016-04-27,15.0,4.4,2.66,5.3,17.4,13.4,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1,5,2016,6
1003103,SAM0015,ECOBIO,JP397,IT,42386.0,523.0,0.0,2016-05-19,13.9,5.0,1.38,6.6,8.0,5.8,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,5,2016,6
1003103,SAM0015,ECOBIO,JP397,IT,42843.0,981.0,0.0,2016-06-07,13.9,4.3,1.7,5.9,10.9,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,5,2016,6
1003103,SAM0015,ECOBIO,JP397,IT,43486.0,1624.0,1.0,2016-07-07,14.3,3.8,1.74,5.9,13.3,8.2,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1,5,2016,6
1003103,SAM0015,ECOBIO,JP397,IT,44230.0,528.0,0.0,2016-08-04,14.3,5.3,1.58,6.0,12.9,6.7,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,5,2016,6
1003103,SAM0015,ECOBIO,JP397,IT,44825.0,1125.0,0.0,2016-08-29,14.6,4.5,1.64,5.8,14.7,9.4,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,5,2016,6
1003103,SAM0015,ECOBIO,JP397,IT,45374.0,1675.0,1.0,2016-09-21,14.9,4.0,2.18,5.7,16.7,12.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1,5,2016,6
1003103,SAM0015,ECOBIO,JP397,IT,45754.0,374.0,0.0,2016-10-07,14.2,5.5,1.38,6.9,10.6,5.1,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,5,2016,6
1003103,SAM0015,ECOBIO,JP397,IT,46385.0,1008.0,0.0,2016-11-02,14.5,5.1,1.58,6.2,13.2,8.2,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0,5,2016,6
1003103,SAM0015,ECOBIO,JP397,IT,46907.0,1530.0,0.0,2016-11-24,14.8,4.1,2.58,5.6,15.1,10.7,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0,5,2016,6
1003103,SAM0015,ECOBIO,JP397,IT,47387.0,2010.0,1.0,2016-12-14,14.9,4.0,1.85,5.4,16.5,12.2,1.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1,5,2016,6
1003103,SAM0015,ECOBIO,JP397,IT,47915.0,500.0,0.0,2017-01-05,14.1,4.8,1.34,6.5,8.3,4.4,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,5,2017,6
1003103,SAM0015,ECOBIO,JP397,IT,48428.0,1041.0,0.0,2017-01-27,14.2,4.2,1.72,6.0,10.8,6.1,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0,5,2017,6
1003103,SAM0015,ECOBIO,JP397,IT,48881.0,1455.0,1.0,2017-02-15,14.4,3.8,1.54,6.1,12.6,7.5,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1,5,2017,6
1003103,SAM0015,ECOBIO,JP397,IT,49913.0,500.0,0.0,2017-03-30,13.8,5.0,1.31,6.9,6.8,2.9,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,5,2017,6
1003103,SAM0015,ECOBIO,JP397,IT,50938.0,1520.0,0.0,2017-05-12,14.3,4.1,1.66,5.7,11.4,6.6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,5,2017,6
1003103,SAM0015,ECOBIO,JP397,IT,51389.0,1970.0,1.0,2017-05-31,14.9,3.7,1.8,5.6,13.0,7.8,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1,5,2017,6
1003103,SAM0015,ECOBIO,JP397,IT,52101.0,520.0,0.0,2017-07-03,14.1,5.0,1.33,6.9,6.2,2.8,1.0,0.0,5.0,4.0,3.0,1.0,3.0,0.0,0.0,0,5,2017,6
1003103,SAM0015,ECOBIO,JP397,IT,52512.0,933.0,0.0,2017-07-20,14.0,4.4,1.64,5.9,8.7,4.5,1.0,0.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0,0,5,2017,6
1003103,SAM0015,ECOBIO,JP397,IT,53036.0,1457.0,1.0,2017-08-11,14.7,3.8,1.87,5.9,11.9,6.1,2.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1,5,2017,6
1003103,SAM0015,ECOBIO,JP397,IT,54022.0,518.0,0.0,2017-09-22,14.1,4.7,1.26,5.8,6.4,3.2,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,5,2017,6
1003103,SAM0015,ECOBIO,JP397,IT,54527.0,1024.0,0.0,2017-10-13,14.1,4.4,1.64,6.2,9.6,5.8,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,5,2017,6
1003103,SAM0015,ECOBIO,JP397,IT,55177.0,1673.0,1.0,2017-11-09,14.6,3.8,1.81,5.5,13.1,8.5,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1,5,2017,6
1003103,SAM0015,ECOBIO,JP397,IT,56119.0,448.0,1.0,2017-12-19,14.0,4.7,1.29,5.3,5.9,2.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,5,2017,6
1003103,SAM0015,ECOBIO,JP397,IT,58370.0,718.0,0.0,2018-03-23,14.3,3.5,1.51,6.1,7.7,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,5,2018,6
1003103,SAM0015,ECOBIO,JP397,IT,59185.0,1533.0,1.0,2018-04-26,14.6,2.4,1.88,4.8,13.1,6.2,2.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,1,5,2018,6
1003103,SAM0015,ECOBIO,JP397,IT,60184.0,735.0,0.0,2018-06-07,14.0,4.2,1.41,6.2,7.8,4.6,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,5,2018,6
1003103,SAM0015,ECOBIO,JP397,IT,62036.0,555.0,0.0,2018-08-24,13.8,4.5,1.28,5.8,6.8,4.5,2.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0,5,2018,6
