OreM,OreM_prec,OreO,OreO_prec,Fine carica,DataP,Gruppo,Tipo Alimentazione,Olio
53737.0,53737.0,1053.0,1053.0,0.0,2018-04-26,0,ECOBIO 10,Q8 - Mahler GR 8 SAE 40
53977.0,240.0,1293.0,240.0,1.0,2018-05-08,0,ECOBIO 10,Q8 - Mahler GR 8 SAE 40
55297.0,1320.0,1224.0,1224.0,0.0,2018-07-03,0,ECOBIO 10,Q8 - Mahler GR 8 SAE 40
55580.0,283.0,1507.0,283.0,1.0,2018-07-20,0,ECOBIO 10,Q8 - Mahler GR 8 SAE 40
0.0,-55580.0,0.0,0.0,0.0,2018-09-13,0,ECOBIO 10,Q8 - Mahler GR 8 SAE 40
58716.0,58716.0,1596.0,1596.0,1.0,2018-11-23,0,ECOBIO 10,Q8 - Mahler GR 8 SAE 40
59934.0,1218.0,1218.0,1218.0,0.0,2019-01-09,0,ECOBIO 10,Q8 - Mahler GR 8 SAE 40
60101.0,167.0,1385.0,167.0,0.0,2019-01-17,0,ECOBIO 10,Q8 - Mahler GR 8 SAE 40
60267.0,166.0,1550.0,165.0,0.0,2019-01-24,0,ECOBIO 10,Q8 - Mahler GR 8 SAE 40
60416.0,149.0,1700.0,150.0,0.0,2019-02-04,0,ECOBIO 10,Q8 - Mahler GR 8 SAE 40
60580.0,164.0,1864.0,164.0,1.0,2019-02-05,0,ECOBIO 10,Q8 - Mahler GR 8 SAE 40
61225.0,645.0,245.0,245.0,1.0,2019-03-04,0,ECOBIO 10,Q8 - Mahler GR 8 SAE 40
53229.0,-7996.0,1674.0,1674.0,0.0,2019-03-23,0,ECOBIO 10,Q8 - Mahler GR 8 SAE 40
60580.0,7351.0,1504.0,-170.0,,2019-04-15,0,ECOBIO 10,Q8 - Mahler GR 8 SAE 40
66281.0,66281.0,1433.0,1433.0,0.0,2018-08-14,1,ECOBIO 5,SHELL - Mysella S5 S
67311.0,1030.0,2463.0,1030.0,1.0,2018-09-26,1,ECOBIO 5,SHELL - Mysella S5 S
69812.0,2501.0,2949.0,2949.0,1.0,2019-01-09,1,ECOBIO 5,SHELL - Mysella S5 S
712954.0,643142.0,1496.0,1496.0,1.0,2019-03-12,1,ECOBIO 5,SHELL - Mysella S5 S
72300.0,-640654.0,0.0,0.0,0.0,2019-04-23,1,ECOBIO 5,SHELL - Mysella S5 S
74023.0,1723.0,1738.0,1738.0,0.0,2019-07-04,1,ECOBIO 5,SHELL - Mysella S5 S
74789.0,766.0,2489.0,751.0,1.0,2019-08-05,1,ECOBIO 5,SHELL - Mysella S5 S
74789.0,0.0,2489.0,2489.0,0.0,2019-11-21,1,ECOBIO 5,SHELL - Mysella S5 S
78872.0,4083.0,15814.0,13325.0,,2020-01-23,1,ECOBIO 5,SHELL - Mysella S5 S
34211.0,34211.0,693.0,693.0,0.0,2015-07-07,2,ECOBIO 5,SHELL - Mysella S5 S
34848.0,637.0,1330.0,637.0,1.0,2015-08-03,2,ECOBIO 5,MOBIL - Pegasus 610
35547.0,699.0,699.0,699.0,1.0,2015-09-01,2,ECOBIO 5,MOBIL - Pegasus 610
,0.0,1435.0,1435.0,,2015-10-09,2,ECOBIO 5,SHELL - Mysella S5 S
0.0,-35547.0,1435.0,1435.0,0.0,2015-10-09,2,ECOBIO 5,SHELL - Mysella S5 S
36759.0,36759.0,419.0,-1016.0,0.0,2015-10-27,2,ECOBIO 5,SHELL - Mysella S5 S
37427.0,668.0,1087.0,668.0,1.0,2015-11-24,2,ECOBIO 5,SHELL - Mysella S5 S
38795.0,1368.0,762.0,762.0,0.0,2016-01-25,2,ECOBIO 5,SHELL - Mysella S5 S
39566.0,771.0,1533.0,771.0,0.0,2016-02-29,2,ECOBIO 5,SHELL - Mysella S5 S
40066.0,500.0,2033.0,500.0,1.0,2016-03-21,2,ECOBIO 5,SHELL - Mysella S5 S
40305.0,239.0,239.0,239.0,0.0,2016-03-31,2,ECOBIO 5,SHELL - Mysella S5 S
41056.0,751.0,990.0,751.0,0.0,2016-05-02,2,ECOBIO 5,SHELL - Mysella S5 S
41982.0,926.0,1916.0,926.0,1.0,2016-06-10,2,ECOBIO 5,SHELL - Mysella S5 S
42444.0,462.0,400.0,400.0,0.0,2016-06-30,2,ECOBIO 5,SHELL - Mysella S5 S
43287.0,843.0,1245.0,845.0,0.0,2016-08-04,2,ECOBIO 5,SHELL - Mysella S5 S
43708.0,421.0,1666.0,421.0,1.0,2016-08-23,2,ECOBIO 5,SHELL - Mysella S5 S
44592.0,884.0,737.0,737.0,0.0,2016-09-30,2,ECOBIO 5,SHELL - Mysella S5 S
45323.0,731.0,1467.0,730.0,1.0,2016-10-31,2,ECOBIO 5,SHELL - Mysella S5 S
45971.0,648.0,649.0,649.0,0.0,2016-11-28,2,ECOBIO 5,SHELL - Mysella S5 S
46796.0,825.0,1472.0,823.0,1.0,2017-01-02,2,ECOBIO 5,SHELL - Mysella S5 S
48277.0,1481.0,1479.0,1479.0,1.0,2017-03-06,2,ECOBIO 5,SHELL - Mysella S5 S
48691.0,414.0,414.0,414.0,0.0,2017-03-24,2,ECOBIO 5,SHELL - Mysella S5 S
49760.0,1069.0,1483.0,1069.0,0.0,2017-05-08,2,ECOBIO 5,SHELL - Mysella S5 S
51100.0,1340.0,2820.0,1337.0,1.0,2017-06-03,2,ECOBIO 5,SHELL - Mysella S5 S
52504.0,1404.0,1242.0,1242.0,1.0,2017-08-31,2,ECOBIO 5,SHELL - Mysella S5 S
53161.0,657.0,403.0,403.0,0.0,2017-09-28,2,ECOBIO 5,SHELL - Mysella S5 S
54001.0,840.0,1243.0,840.0,0.0,2017-11-03,2,ECOBIO 5,SHELL - Mysella S5 S
54400.0,399.0,1642.0,399.0,1.0,2017-11-20,2,ECOBIO 5,SHELL - Mysella S5 S
55765.0,1365.0,1365.0,1365.0,1.0,2018-01-16,2,ECOBIO 5,SHELL - Mysella S5 S
56378.0,613.0,471.0,471.0,0.0,2018-02-12,2,ECOBIO 5,SHELL - Mysella S5 S
57357.0,979.0,1445.0,974.0,1.0,2018-03-26,2,ECOBIO 5,SHELL - Mysella S5 S
58720.0,1363.0,1363.0,1363.0,0.0,2018-05-22,2,ECOBIO 5,SHELL - Mysella S5 S
58858.0,138.0,1500.0,137.0,1.0,2018-05-28,2,ECOBIO 5,SHELL - Mysella S5 S
60188.0,1330.0,1330.0,1330.0,1.0,2018-07-23,2,ECOBIO 5,SHELL - Mysella S5 S
60278.0,90.0,90.0,90.0,0.0,2018-08-06,2,ECOBIO 5,SHELL - Mysella S5 N
60630.0,352.0,333.0,243.0,0.0,2018-08-28,2,ECOBIO 5,SHELL - Mysella S5 N
61163.0,533.0,866.0,533.0,0.0,2018-09-26,2,ECOBIO 5,SHELL - Mysella S5 N
61385.0,222.0,1084.0,218.0,1.0,2018-10-08,2,ECOBIO 5,SHELL - Mysella S5 N
61926.0,541.0,538.0,538.0,0.0,2018-10-31,2,ECOBIO 5,SHELL - Mysella S5 N
62538.0,612.0,1156.0,618.0,1.0,2018-11-26,2,ECOBIO 5,SHELL - Mysella S5 N
64214.0,1676.0,1338.0,1338.0,0.0,2019-02-11,2,ECOBIO 5,SHELL - Mysella S5 N
64380.0,166.0,1554.0,216.0,1.0,2019-02-18,2,ECOBIO 5,SHELL - Mysella S5 S
64570.0,190.0,190.0,190.0,0.0,2019-02-26,2,ECOBIO 5,SHELL - Mysella S5 S
65547.0,977.0,1167.0,977.0,0.0,2019-04-08,2,ECOBIO 5,SHELL - Mysella S5 N
65704.0,157.0,1324.0,157.0,1.0,2019-04-15,2,ECOBIO 5,SHELL - Mysella S5 N
66088.0,384.0,383.0,383.0,0.0,2019-05-02,2,ECOBIO 5,SHELL - Mysella S5 N
66422.0,334.0,718.0,335.0,0.0,2019-05-16,2,ECOBIO 5,SHELL - Mysella S5 S
67169.0,747.0,1465.0,747.0,1.0,2019-06-17,2,ECOBIO 5,SHELL - Mysella S5 N
68881.0,1712.0,339.0,339.0,0.0,2019-08-30,2,ECOBIO 5,SHELL - Mysella S5 N
69209.0,328.0,667.0,328.0,0.0,2019-09-13,2,ECOBIO 5,SHELL - Mysella S5 S
70105.0,896.0,1563.0,896.0,1.0,2019-10-21,2,ECOBIO 5,SHELL - Mysella S5 S
71436.0,1331.0,1331.0,1331.0,1.0,2019-12-16,2,ECOBIO 5,SHELL - Mysella S5 S
72490.0,1054.0,1053.0,1053.0,,2020-01-29,2,ECOBIO 5,SHELL - Mysella S5 S
31264.0,31264.0,964.0,964.0,1.0,2015-09-01,3,ECOBIO 6,SHELL - Mysella S3 S
31954.0,690.0,497.0,497.0,1.0,2015-09-30,3,ECOBIO 6,SHELL - Mysella S3 S
32820.0,866.0,498.0,498.0,0.0,2015-11-26,3,ECOBIO 6,SHELL - Mysella S3 S
33321.0,501.0,948.0,450.0,1.0,2015-12-17,3,ECOBIO 6,SHELL - Mysella S5 N
34784.0,1463.0,356.0,356.0,0.0,2016-02-27,3,ECOBIO 6,SHELL - Mysella S5 N
35260.0,476.0,941.0,585.0,0.0,2016-03-22,3,ECOBIO 6,SHELL - Mysella S5 N
35740.0,480.0,1312.0,371.0,0.0,2016-04-07,3,ECOBIO 6,SHELL - Mysella S5 N
36056.0,316.0,1630.0,318.0,1.0,2016-04-21,3,ECOBIO 6,SHELL - Mysella S5 N
36833.0,777.0,567.0,567.0,0.0,2016-05-23,3,ECOBIO 6,SHELL - Mysella S5 N
36997.0,164.0,731.0,164.0,1.0,2016-05-30,3,ECOBIO 6,SHELL - Mysella S5 S
37714.0,717.0,499.0,499.0,0.0,2016-06-29,3,ECOBIO 6,SHELL - Mysella S5 S
38386.0,672.0,1171.0,672.0,1.0,2016-07-27,3,ECOBIO 6,SHELL - Mysella S5 S
39101.0,715.0,522.0,522.0,0.0,2016-08-28,3,ECOBIO 6,SHELL - Mysella S5 S
39683.0,582.0,1104.0,582.0,0.0,2016-09-19,3,ECOBIO 6,SHELL - Mysella S5 S
40082.0,399.0,1323.0,219.0,1.0,2016-10-06,3,ECOBIO 6,SHELL - Mysella S5 S
40892.0,810.0,521.0,521.0,0.0,2016-11-09,3,ECOBIO 6,SHELL - Mysella S5 S
41517.0,625.0,1146.0,625.0,1.0,2016-12-05,3,ECOBIO 6,SHELL - Mysella S5 S
42477.0,960.0,640.0,640.0,0.0,2017-01-18,3,ECOBIO 6,SHELL - Mysella S5 S
43124.0,647.0,1287.0,647.0,1.0,2017-02-14,3,ECOBIO 6,SHELL - Mysella S5 S
43840.0,716.0,570.0,570.0,0.0,2017-03-16,3,ECOBIO 6,SHELL - Mysella S5 S
44319.0,479.0,1049.0,479.0,1.0,2017-04-05,3,ECOBIO 6,SHELL - Mysella S5 S
45023.0,704.0,370.0,370.0,0.0,2017-05-12,3,ECOBIO 6,SHELL - Mysella S5 S
45777.0,754.0,1122.0,752.0,0.0,2017-06-05,3,ECOBIO 6,SHELL - Mysella S5 S
46041.0,264.0,1386.0,264.0,0.0,2017-06-16,3,ECOBIO 6,SHELL - Mysella S5 S
46520.0,479.0,1865.0,479.0,1.0,2017-07-06,3,ECOBIO 6,SHELL - Mysella S5 S
47548.0,1028.0,980.0,980.0,0.0,2017-08-18,3,ECOBIO 6,SHELL - Mysella S5 S
47914.0,366.0,1312.0,332.0,0.0,2017-09-04,3,ECOBIO 6,SHELL - Mysella S5 S
48315.0,401.0,1672.0,360.0,1.0,2017-09-19,3,ECOBIO 6,SHELL - Mysella S5 S
49124.0,809.0,614.0,614.0,1.0,2017-10-23,3,ECOBIO 6,SHELL - Mysella S5 S
50370.0,1246.0,751.0,751.0,1.0,2017-12-14,3,ECOBIO 6,SHELL - Mysella S5 S
0.0,-50370.0,0.0,0.0,0.0,2018-01-30,3,ECOBIO 6,SHELL - Mysella S5 S
52401.0,52401.0,988.0,988.0,1.0,2018-03-13,3,ECOBIO 6,SHELL - Mysella S5 S
53622.0,1221.0,976.0,976.0,1.0,2018-05-03,3,ECOBIO 6,SHELL - Mysella S5 S
54810.0,1188.0,985.0,985.0,1.0,2018-06-21,3,ECOBIO 6,SHELL - Mysella S5 S
55492.0,682.0,689.0,689.0,1.0,2018-07-20,3,ECOBIO 6,SHELL - Mysella S5 S
56724.0,1232.0,1022.0,1022.0,1.0,2018-09-10,3,ECOBIO 6,SHELL - Mysella S5 S
57816.0,1092.0,760.0,760.0,,2018-10-26,3,ECOBIO 6,SHELL - Mysella S5 S
16274.0,-41542.0,1000.0,240.0,0.0,2020-01-27,3,ECOBIO 6,SHELL - Mysella S5 S
58384.0,58384.0,1651.0,1651.0,1.0,2018-06-05,4,ECOBIO 6,SHELL - Mysella S5 S
60157.0,1773.0,1457.0,1457.0,1.0,2018-08-22,4,ECOBIO 6,SHELL - Mysella S5 S
69166.0,9009.0,1009.0,1009.0,1.0,2018-10-03,4,ECOBIO 6,SHELL - Mysella S5 S
62714.0,-6452.0,881.0,881.0,0.0,2018-12-07,4,ECOBIO 6,SHELL - Mysella S5 S
63342.0,628.0,1509.0,628.0,1.0,2019-01-02,4,ECOBIO 6,SHELL - Mysella S5 S
64712.0,1370.0,1357.0,1357.0,1.0,2019-03-01,4,ECOBIO 6,SHELL - Mysella S5 S
66218.0,1506.0,1505.0,1505.0,1.0,2019-05-03,4,ECOBIO 6,SHELL - Mysella S5 S
67617.0,1399.0,1395.0,1395.0,1.0,2019-07-01,4,ECOBIO 6,SHELL - Mysella S5 S
69183.0,1566.0,567.0,567.0,1.0,2019-09-16,4,ECOBIO 6,SHELL - Mysella S5 S
69850.0,667.0,649.0,649.0,0.0,2019-10-03,4,ECOBIO 6,SHELL - Mysella S5 S
70654.0,804.0,1453.0,804.0,1.0,2019-11-06,4,ECOBIO 6,SHELL - Mysella S5 S
72198.0,1544.0,1544.0,1544.0,,2020-01-10,4,ECOBIO 6,SHELL - Mysella S5 S
36641.0,36641.0,1602.0,1602.0,1.0,2015-09-22,5,ECOBIO 6,MOBIL - Pegasus 610
40066.0,3425.0,1723.0,1723.0,1.0,2016-02-12,5,ECOBIO 6,SHELL - Mysella S5 S
40885.0,819.0,818.0,818.0,1.0,2016-03-17,5,ECOBIO 6,SHELL - Mysella S5 S
91411.0,50526.0,1345.0,1345.0,1.0,2016-04-08,5,ECOBIO 6,SHELL - Mysella S5 S
41862.0,-49549.0,1800.0,1800.0,0.0,2016-04-27,5,ECOBIO 6,SHELL - Mysella S5 S
42386.0,524.0,523.0,-1277.0,0.0,2016-05-19,5,ECOBIO 6,SHELL - Mysella S5 S
42843.0,457.0,981.0,458.0,0.0,2016-06-07,5,ECOBIO 6,SHELL - Mysella S5 S
43486.0,643.0,1624.0,643.0,1.0,2016-07-07,5,ECOBIO 6,SHELL - Mysella S5 S
44230.0,744.0,528.0,528.0,0.0,2016-08-04,5,ECOBIO 6,SHELL - Mysella S5 S
44825.0,595.0,1125.0,597.0,0.0,2016-08-29,5,ECOBIO 6,SHELL - Mysella S5 S
45374.0,549.0,1675.0,550.0,1.0,2016-09-21,5,ECOBIO 6,SHELL - Mysella S5 S
45754.0,380.0,374.0,374.0,0.0,2016-10-07,5,ECOBIO 6,SHELL - Mysella S5 S
46385.0,631.0,1008.0,634.0,0.0,2016-11-02,5,ECOBIO 6,SHELL - Mysella S5 S
46907.0,522.0,1530.0,522.0,0.0,2016-11-24,5,ECOBIO 6,SHELL - Mysella S5 S
47387.0,480.0,2010.0,480.0,1.0,2016-12-14,5,ECOBIO 6,SHELL - Mysella S5 S
47915.0,528.0,500.0,500.0,0.0,2017-01-05,5,ECOBIO 6,SHELL - Mysella S5 S
48428.0,513.0,1041.0,541.0,0.0,2017-01-27,5,ECOBIO 6,SHELL - Mysella S5 S
48881.0,453.0,1455.0,414.0,1.0,2017-02-15,5,ECOBIO 6,SHELL - Mysella S5 S
49913.0,1032.0,500.0,500.0,0.0,2017-03-30,5,ECOBIO 6,SHELL - Mysella S5 S
50938.0,1025.0,1520.0,1020.0,0.0,2017-05-12,5,ECOBIO 6,SHELL - Mysella S5 S
51389.0,451.0,1970.0,450.0,1.0,2017-05-31,5,ECOBIO 6,SHELL - Mysella S5 S
52101.0,712.0,520.0,520.0,0.0,2017-07-03,5,ECOBIO 6,SHELL - Mysella S5 S
52512.0,411.0,933.0,413.0,0.0,2017-07-20,5,ECOBIO 6,SHELL - Mysella S5 S
53036.0,524.0,1457.0,524.0,1.0,2017-08-11,5,ECOBIO 6,SHELL - Mysella S5 S
54022.0,986.0,518.0,518.0,0.0,2017-09-22,5,ECOBIO 6,SHELL - Mysella S5 S
54527.0,505.0,1024.0,506.0,0.0,2017-10-13,5,ECOBIO 6,SHELL - Mysella S5 S
55177.0,650.0,1673.0,649.0,1.0,2017-11-09,5,ECOBIO 6,SHELL - Mysella S5 S
56119.0,942.0,448.0,448.0,1.0,2017-12-19,5,ECOBIO 6,SHELL - Mysella S5 S
58370.0,2251.0,718.0,718.0,0.0,2018-03-23,5,ECOBIO 6,SHELL - Mysella S5 S
59185.0,815.0,1533.0,815.0,1.0,2018-04-26,5,ECOBIO 6,SHELL - Mysella S5 S
60184.0,999.0,735.0,735.0,0.0,2018-06-07,5,ECOBIO 6,SHELL - Mysella S5 S
60655.0,471.0,1205.0,470.0,1.0,2018-06-27,5,ECOBIO 6,SHELL - Mysella S5 S
0.0,-60655.0,0.0,0.0,0.0,2018-07-23,5,ECOBIO 6,SHELL - Mysella S5 S
62036.0,62036.0,555.0,555.0,0.0,2018-08-24,5,ECOBIO 6,SHELL - Mysella S5 S
62630.0,594.0,1150.0,595.0,1.0,2018-09-18,5,ECOBIO 6,SHELL - Mysella S5 S
63458.0,828.0,517.0,517.0,0.0,2018-10-23,5,ECOBIO 6,SHELL - Mysella S5 S
64454.0,996.0,1513.0,996.0,1.0,2018-12-04,5,ECOBIO 6,SHELL - Mysella S5 S
65264.0,810.0,477.0,477.0,0.0,2019-01-07,5,ECOBIO 6,SHELL - Mysella S5 S
65788.0,524.0,1000.0,523.0,0.0,2019-01-27,5,ECOBIO 6,SHELL - Mysella S5 S
66479.0,691.0,1692.0,692.0,0.0,2019-02-27,5,ECOBIO 6,SHELL - Mysella S5 S
66697.0,218.0,1910.0,218.0,0.0,2019-03-08,5,ECOBIO 6,SHELL - Mysella S5 S
59795.0,59795.0,523.0,523.0,1.0,2018-06-20,6,ECOBIO 10,MOBIL - Pegasus 610
61422.0,1627.0,506.0,506.0,0.0,2018-08-23,6,ECOBIO 10,MOBIL - Pegasus 610
62560.0,1138.0,1644.0,1138.0,,2018-10-12,6,ECOBIO 10,MOBIL - Pegasus 610
67569.0,67569.0,598.0,598.0,0.0,2018-10-02,7,ECOBIO 10,SHELL - Mysella S5 S
68558.0,989.0,1536.0,938.0,0.0,2018-11-12,7,ECOBIO 10,SHELL - Mysella S5 S
69220.0,662.0,2300.0,764.0,1.0,2018-12-10,7,ECOBIO 10,SHELL - Mysella S5 S
70598.0,1378.0,1378.0,1378.0,0.0,2019-02-06,7,ECOBIO 10,SHELL - Mysella S5 S
70952.0,354.0,1732.0,354.0,1.0,2019-02-21,7,ECOBIO 10,SHELL - Mysella S5 S
74413.0,3461.0,1468.0,1468.0,0.0,2019-04-23,7,ECOBIO 10,SHELL - Mysella S5 S
73632.0,-781.0,546.0,-922.0,0.0,2019-06-13,7,ECOBIO 10,SHELL - Mysella S5 S
74063.0,431.0,978.0,432.0,1.0,2019-07-01,7,ECOBIO 10,SHELL - Mysella S5 S
75749.0,1686.0,1000.0,1000.0,0.0,2019-09-10,7,ECOBIO 10,SHELL - Mysella S5 S
76613.0,864.0,1865.0,865.0,1.0,2019-10-16,7,ECOBIO 10,SHELL - Mysella S5 S
77134.0,521.0,521.0,521.0,0.0,2019-11-07,7,ECOBIO 10,SHELL - Mysella S5 S
77641.0,507.0,1048.0,527.0,0.0,2019-11-28,7,ECOBIO 10,SHELL - Mysella S5 S
78595.0,954.0,1982.0,934.0,1.0,2020-01-07,7,ECOBIO 10,SHELL - Mysella S5 S
156.0,156.0,700.0,700.0,1.0,2013-03-01,8,ECOBIO 10,MOBIL - Pegasus 610
17230.0,17230.0,700.0,700.0,1.0,2013-03-01,8,ECOBIO 10,MOBIL - Pegasus 610
0.0,-156.0,1005.0,1005.0,0.0,2013-03-14,8,ECOBIO 10,MOBIL - Pegasus 610
17230.0,17074.0,1005.0,1005.0,1.0,2013-03-14,8,ECOBIO 10,MOBIL - Pegasus 610
175354.0,175198.0,1005.0,1005.0,1.0,2013-03-14,8,ECOBIO 10,MOBIL - Pegasus 610
162.0,-17068.0,1508.0,1508.0,0.0,2013-04-04,8,ECOBIO 10,MOBIL - Pegasus 610
175354.0,158124.0,1508.0,1508.0,1.0,2013-04-04,8,ECOBIO 10,MOBIL - Pegasus 610
18038.0,808.0,1508.0,1508.0,1.0,2013-04-04,8,ECOBIO 10,MOBIL - Pegasus 610
162.0,0.0,975.0,-533.0,0.0,2013-07-15,8,ECOBIO 10,MOBIL - Pegasus 610
18038.0,17876.0,975.0,-533.0,1.0,2013-07-15,8,ECOBIO 10,MOBIL - Pegasus 610
20615.0,20453.0,1485.0,510.0,1.0,2013-08-05,8,ECOBIO 10,MOBIL - Pegasus 610
21615.0,1000.0,1000.0,1000.0,0.0,2013-09-17,8,ECOBIO 10,MOBIL - Pegasus 610
21880.0,265.0,1265.0,265.0,1.0,2013-09-27,8,ECOBIO 10,MOBIL - Pegasus 610
22901.0,1021.0,1021.0,1021.0,0.0,2013-11-09,8,ECOBIO 10,MOBIL - Pegasus 610
23187.0,286.0,1307.0,286.0,1.0,2013-11-21,8,ECOBIO 10,MOBIL - Pegasus 610
24198.0,1011.0,1008.0,1008.0,1.0,2014-01-02,8,ECOBIO 10,MOBIL - Pegasus 610
25649.0,1451.0,1090.0,1090.0,0.0,2014-03-04,8,ECOBIO 10,MOBIL - Pegasus 610
25844.0,195.0,1311.0,221.0,1.0,2014-03-12,8,ECOBIO 10,MOBIL - Pegasus 610
26844.0,1000.0,1000.0,1000.0,0.0,2014-04-23,8,ECOBIO 10,MOBIL - Pegasus 610
27206.0,362.0,1362.0,362.0,1.0,2014-05-08,8,ECOBIO 10,MOBIL - Pegasus 610
28186.0,980.0,980.0,980.0,0.0,2014-06-18,8,ECOBIO 10,MOBIL - Pegasus 610
28297.0,111.0,1091.0,111.0,0.0,2014-06-23,8,ECOBIO 10,MOBIL - Pegasus 610
28634.0,337.0,1428.0,337.0,1.0,2014-07-07,8,ECOBIO 10,MOBIL - Pegasus 610
23635.0,-4999.0,1001.0,1001.0,0.0,2014-08-18,8,ECOBIO 10,MOBIL - Pegasus 610
30139.0,6504.0,1505.0,504.0,1.0,2014-09-06,8,ECOBIO 10,MOBIL - Pegasus 610
31807.0,1668.0,24.0,24.0,1.0,2014-11-21,8,ECOBIO 10,MOBIL - Pegasus 610
93.0,-31714.0,93.0,93.0,0.0,2014-11-24,8,ECOBIO 10,MOBIL - Pegasus 610
1245.0,1152.0,1245.0,1152.0,0.0,2015-01-12,8,ECOBIO 10,MOBIL - Pegasus 610
1508.0,263.0,1508.0,263.0,1.0,2015-01-23,8,ECOBIO 10,MOBIL - Pegasus 610
1188.0,-320.0,1188.0,1188.0,0.0,2015-03-16,8,ECOBIO 10,MOBIL - Pegasus 610
34698.0,33510.0,1385.0,197.0,1.0,2015-03-24,8,ECOBIO 10,MOBIL - Pegasus 610
36106.0,1408.0,1408.0,1408.0,1.0,2015-05-22,8,ECOBIO 10,MOBIL - Pegasus 610
1557.0,-34549.0,1557.0,1557.0,0.0,2017-10-25,8,ECOBIO 10,CASTROL - Duratec MX
3249.0,1692.0,1692.0,135.0,1.0,2018-01-04,8,ECOBIO 10,CASTROL - Duratec MX
61706.0,58457.0,688.0,688.0,1.0,2018-06-06,8,ECOBIO 10,PETRO-CANADA - Sentron CG 40
64210.0,2504.0,825.0,825.0,0.0,2018-08-24,8,ECOBIO 10,PETRO-CANADA - Sentron CG 40
64899.0,689.0,1524.0,699.0,1.0,2018-09-19,8,ECOBIO 10,PETRO-CANADA - Sentron CG 40
65399.0,500.0,500.0,500.0,0.0,2018-10-15,8,ECOBIO 10,PETRO-CANADA - Sentron CG 40
65876.0,477.0,973.0,473.0,1.0,2018-10-30,8,ECOBIO 10,PETRO-CANADA - Sentron CG 40
68915.0,3039.0,2032.0,2032.0,1.0,2019-03-06,8,ECOBIO 10,PETRO-CANADA - Sentron CG 40
72065.0,3150.0,2150.0,2150.0,1.0,2019-06-05,8,ECOBIO 10,PETRO-CANADA - Sentron CG 40
72676.0,611.0,1611.0,1611.0,0.0,2019-08-12,8,ECOBIO 10,PETRO-CANADA - Sentron CG 40
73199.0,523.0,2134.0,523.0,1.0,2019-09-03,8,ECOBIO 10,PETRO-CANADA - Sentron CG 40
74705.0,1506.0,1.0,1.0,1.0,2019-11-05,8,ECOBIO 10,PETRO-CANADA - Sentron CG 40
75396.0,691.0,2188.0,2188.0,1.0,2019-12-04,8,ECOBIO 10,PETRO-CANADA - Sentron CG 40
76902.0,1506.0,1500.0,1500.0,,2020-02-05,8,ECOBIO 10,PETRO-CANADA - Sentron CG 40
31703.0,31703.0,1800.0,1800.0,1.0,2014-09-01,9,ECOBIO 10,NILS - Burian SAE 40
33038.0,1335.0,2023.0,2023.0,1.0,2014-10-25,9,ECOBIO 10,NILS - Burian SAE 40
37332.0,4294.0,1672.0,1672.0,1.0,2015-05-05,9,ECOBIO 10,NILS - Burian SAE 40
40295.0,2963.0,1925.0,1925.0,1.0,2015-08-26,9,ECOBIO 10,NILS - Burian SAE 40
43551.0,3256.0,1241.0,1241.0,1.0,2016-01-09,9,ECOBIO 10,NILS - Burian SAE 40
44464.0,913.0,1760.0,1760.0,1.0,2016-02-18,9,ECOBIO 10,NILS - Burian SAE 40
45659.0,1195.0,1580.0,1580.0,1.0,2016-04-08,9,ECOBIO 10,NILS - Burian SAE 40
47751.0,2092.0,1656.0,1656.0,0.0,2016-07-05,9,ECOBIO 10,NILS - Burian SAE 40
48249.0,498.0,2132.0,476.0,1.0,2016-07-25,9,ECOBIO 10,NILS - Burian SAE 40
49409.0,1160.0,1156.0,1156.0,1.0,2016-09-13,9,ECOBIO 10,NILS - Burian SAE 40
51395.0,1986.0,1152.0,1152.0,0.0,2016-12-05,9,ECOBIO 10,NILS - Burian SAE 40
52280.0,885.0,2032.0,880.0,1.0,2017-01-11,9,ECOBIO 10,NILS - Burian SAE 40
53228.0,948.0,978.0,978.0,0.0,2017-02-20,9,ECOBIO 10,NILS - Burian SAE 40
53595.0,367.0,1315.0,337.0,1.0,2017-03-07,9,ECOBIO 10,NILS - Burian SAE 40
56258.0,2663.0,1300.0,1300.0,1.0,2017-06-28,9,ECOBIO 10,NILS - Burian SAE 40
59620.0,3362.0,1380.0,1380.0,1.0,2017-11-15,9,ECOBIO 10,NILS - Burian SAE 40
63038.0,3418.0,812.0,812.0,,2018-04-12,9,ECOBIO 10,NILS - Burian SAE 40
,0.0,1700.0,888.0,,2019-02-13,9,ECOBIO 10,NILS - Burian SAE 40
,0.0,1400.0,-300.0,,2019-05-02,9,ECOBIO 10,NILS - Burian SAE 40
65283.0,65283.0,303.0,303.0,0.0,2018-07-11,10,ECOBIO 10,Q8 - Mahler G8
65425.0,142.0,428.0,125.0,0.0,2018-07-17,10,ECOBIO 10,Q8 - Mahler G8
66209.0,784.0,1229.0,801.0,0.0,2018-08-19,10,ECOBIO 10,Q8 - Mahler G8
66636.0,427.0,1656.0,427.0,0.0,2018-09-06,10,ECOBIO 10,Q8 - Mahler G8
66731.0,95.0,1751.0,95.0,1.0,2018-09-10,10,ECOBIO 10,Q8 - Mahler G8
68142.0,1411.0,1411.0,1411.0,1.0,2018-11-08,10,ECOBIO 10,Q8 - Mahler G8
0.0,-68142.0,0.0,0.0,0.0,2018-12-03,10,ECOBIO 10,Q8 - Mahler G8
